vds,vgs,W,VTO,TOX,L,Ids
40,7,0.06,2,1.00E-07,5.00E-07,0.00049
40,8,0.04,1,1.00E-07,1.00E-07,0.00064
40,8,0.04,1,1.00E-07,2.00E-07,0.00064
40,8,0.04,1,1.00E-07,3.00E-07,0.00064
40,8,0.04,1,1.00E-07,4.00E-07,0.00064
40,8,0.04,1,1.00E-07,5.00E-07,0.00064
40,8,0.04,1.5,1.00E-07,1.00E-07,0.00064
40,8,0.04,1.5,1.00E-07,2.00E-07,0.00064
40,8,0.04,1.5,1.00E-07,3.00E-07,0.00064
40,8,0.04,1.5,1.00E-07,4.00E-07,0.00064
40,8,0.04,1.5,1.00E-07,5.00E-07,0.00064
40,8,0.04,2,1.00E-07,1.00E-07,0.00064
40,8,0.04,2,1.00E-07,2.00E-07,0.00064
40,8,0.04,2,1.00E-07,3.00E-07,0.00064
40,8,0.04,2,1.00E-07,4.00E-07,0.00064
40,8,0.04,2,1.00E-07,5.00E-07,0.00064
40,8,0.05,1,1.00E-07,1.00E-07,0.00064
40,8,0.05,1,1.00E-07,2.00E-07,0.00064
40,8,0.05,1,1.00E-07,3.00E-07,0.00064
40,8,0.05,1,1.00E-07,4.00E-07,0.00064
40,8,0.05,1,1.00E-07,5.00E-07,0.00064
40,8,0.05,1.5,1.00E-07,1.00E-07,0.00064
40,8,0.05,1.5,1.00E-07,2.00E-07,0.00064
40,8,0.05,1.5,1.00E-07,3.00E-07,0.00064
40,8,0.05,1.5,1.00E-07,4.00E-07,0.00064
40,8,0.05,1.5,1.00E-07,5.00E-07,0.00064
40,8,0.05,2,1.00E-07,1.00E-07,0.00064
40,8,0.05,2,1.00E-07,2.00E-07,0.00064
40,8,0.05,2,1.00E-07,3.00E-07,0.00064
40,8,0.05,2,1.00E-07,4.00E-07,0.00064
40,8,0.05,2,1.00E-07,5.00E-07,0.00064
40,8,0.06,1,1.00E-07,1.00E-07,0.00064
40,8,0.06,1,1.00E-07,2.00E-07,0.00064
40,8,0.06,1,1.00E-07,3.00E-07,0.00064
40,8,0.06,1,1.00E-07,4.00E-07,0.00064
40,8,0.06,1,1.00E-07,5.00E-07,0.00064
40,8,0.06,1.5,1.00E-07,1.00E-07,0.00064
40,8,0.06,1.5,1.00E-07,2.00E-07,0.00064
40,8,0.06,1.5,1.00E-07,3.00E-07,0.00064
40,8,0.06,1.5,1.00E-07,4.00E-07,0.00064
40,8,0.06,1.5,1.00E-07,5.00E-07,0.00064
40,8,0.06,2,1.00E-07,1.00E-07,0.00064
40,8,0.06,2,1.00E-07,2.00E-07,0.00064
40,8,0.06,2,1.00E-07,3.00E-07,0.00064
40,8,0.06,2,1.00E-07,4.00E-07,0.00064
40,8,0.06,2,1.00E-07,5.00E-07,0.00064
40,9,0.04,1,1.00E-07,1.00E-07,0.00081
40,9,0.04,1,1.00E-07,2.00E-07,0.00081
40,9,0.04,1,1.00E-07,3.00E-07,0.00081
40,9,0.04,1,1.00E-07,4.00E-07,0.00081
40,9,0.04,1,1.00E-07,5.00E-07,0.00081
40,9,0.04,1.5,1.00E-07,1.00E-07,0.00081
40,9,0.04,1.5,1.00E-07,2.00E-07,0.00081
40,9,0.04,1.5,1.00E-07,3.00E-07,0.00081
40,9,0.04,1.5,1.00E-07,4.00E-07,0.00081
40,9,0.04,1.5,1.00E-07,5.00E-07,0.00081
40,9,0.04,2,1.00E-07,1.00E-07,0.00081
40,9,0.04,2,1.00E-07,2.00E-07,0.00081
40,9,0.04,2,1.00E-07,3.00E-07,0.00081
40,9,0.04,2,1.00E-07,4.00E-07,0.00081
40,9,0.04,2,1.00E-07,5.00E-07,0.00081
40,9,0.05,1,1.00E-07,1.00E-07,0.00081
40,9,0.05,1,1.00E-07,2.00E-07,0.00081
40,9,0.05,1,1.00E-07,3.00E-07,0.00081
40,9,0.05,1,1.00E-07,4.00E-07,0.00081
40,9,0.05,1,1.00E-07,5.00E-07,0.00081
40,9,0.05,1.5,1.00E-07,1.00E-07,0.00081
40,9,0.05,1.5,1.00E-07,2.00E-07,0.00081
40,9,0.05,1.5,1.00E-07,3.00E-07,0.00081
40,9,0.05,1.5,1.00E-07,4.00E-07,0.00081
40,9,0.05,1.5,1.00E-07,5.00E-07,0.00081
40,9,0.05,2,1.00E-07,1.00E-07,0.00081
40,9,0.05,2,1.00E-07,2.00E-07,0.00081
40,9,0.05,2,1.00E-07,3.00E-07,0.00081
40,9,0.05,2,1.00E-07,4.00E-07,0.00081
40,9,0.05,2,1.00E-07,5.00E-07,0.00081
40,9,0.06,1,1.00E-07,1.00E-07,0.00081
40,9,0.06,1,1.00E-07,2.00E-07,0.00081
40,9,0.06,1,1.00E-07,3.00E-07,0.00081
40,9,0.06,1,1.00E-07,4.00E-07,0.00081
40,9,0.06,1,1.00E-07,5.00E-07,0.00081
40,9,0.06,1.5,1.00E-07,1.00E-07,0.00081
40,9,0.06,1.5,1.00E-07,2.00E-07,0.00081
40,9,0.06,1.5,1.00E-07,3.00E-07,0.00081
40,9,0.06,1.5,1.00E-07,4.00E-07,0.00081
40,9,0.06,1.5,1.00E-07,5.00E-07,0.00081
40,9,0.06,2,1.00E-07,1.00E-07,0.00081
40,9,0.06,2,1.00E-07,2.00E-07,0.00081
40,9,0.06,2,1.00E-07,3.00E-07,0.00081
40,9,0.06,2,1.00E-07,4.00E-07,0.00081
40,9,0.06,2,1.00E-07,5.00E-07,0.00081
40,10,0.04,1,1.00E-07,1.00E-07,0.001
40,10,0.04,1,1.00E-07,2.00E-07,0.001
40,10,0.04,1,1.00E-07,3.00E-07,0.001
40,10,0.04,1,1.00E-07,4.00E-07,0.001
40,10,0.04,1,1.00E-07,5.00E-07,0.001
40,10,0.04,1.5,1.00E-07,1.00E-07,0.001
40,10,0.04,1.5,1.00E-07,2.00E-07,0.001
40,10,0.04,1.5,1.00E-07,3.00E-07,0.001
40,10,0.04,1.5,1.00E-07,4.00E-07,0.001
40,10,0.04,1.5,1.00E-07,5.00E-07,0.001
40,10,0.04,2,1.00E-07,1.00E-07,0.001
40,10,0.04,2,1.00E-07,2.00E-07,0.001
40,10,0.04,2,1.00E-07,3.00E-07,0.001
40,10,0.04,2,1.00E-07,4.00E-07,0.001
40,10,0.04,2,1.00E-07,5.00E-07,0.001
40,10,0.05,1,1.00E-07,1.00E-07,0.001
40,10,0.05,1,1.00E-07,2.00E-07,0.001
40,10,0.05,1,1.00E-07,3.00E-07,0.001
40,10,0.05,1,1.00E-07,4.00E-07,0.001
40,10,0.05,1,1.00E-07,5.00E-07,0.001
40,10,0.05,1.5,1.00E-07,1.00E-07,0.001
40,10,0.05,1.5,1.00E-07,2.00E-07,0.001
40,10,0.05,1.5,1.00E-07,3.00E-07,0.001
40,10,0.05,1.5,1.00E-07,4.00E-07,0.001
40,10,0.05,1.5,1.00E-07,5.00E-07,0.001
40,10,0.05,2,1.00E-07,1.00E-07,0.001
40,10,0.05,2,1.00E-07,2.00E-07,0.001
40,10,0.05,2,1.00E-07,3.00E-07,0.001
40,10,0.05,2,1.00E-07,4.00E-07,0.001
40,10,0.05,2,1.00E-07,5.00E-07,0.001
40,10,0.06,1,1.00E-07,1.00E-07,0.001
40,10,0.06,1,1.00E-07,2.00E-07,0.001
40,10,0.06,1,1.00E-07,3.00E-07,0.001
40,10,0.06,1,1.00E-07,4.00E-07,0.001
40,10,0.06,1,1.00E-07,5.00E-07,0.001
40,10,0.06,1.5,1.00E-07,1.00E-07,0.001
40,10,0.06,1.5,1.00E-07,2.00E-07,0.001
40,10,0.06,1.5,1.00E-07,3.00E-07,0.001
40,10,0.06,1.5,1.00E-07,4.00E-07,0.001
40,10,0.06,1.5,1.00E-07,5.00E-07,0.001
40,10,0.06,2,1.00E-07,1.00E-07,0.001
40,10,0.06,2,1.00E-07,2.00E-07,0.001
40,10,0.06,2,1.00E-07,3.00E-07,0.001
40,10,0.06,2,1.00E-07,4.00E-07,0.001
40,10,0.06,2,1.00E-07,5.00E-07,0.001
40,1,0.01,3,1.00E-07,1.00E-07,1.00E-05
40,1,0.01,3,1.00E-07,2.00E-07,1.00E-05
40,1,0.01,3,1.00E-07,3.00E-07,1.00E-05
40,1,0.01,3,1.00E-07,4.00E-07,1.00E-05
40,1,0.01,3,1.00E-07,5.00E-07,1.00E-05
40,1,0.01,3.5,1.00E-07,1.00E-07,1.00E-05
40,1,0.01,3.5,1.00E-07,2.00E-07,1.00E-05
40,1,0.01,3.5,1.00E-07,3.00E-07,1.00E-05
40,1,0.01,3.5,1.00E-07,4.00E-07,1.00E-05
40,1,0.01,3.5,1.00E-07,5.00E-07,1.00E-05
40,1,0.01,4,1.00E-07,1.00E-07,1.00E-05
40,1,0.01,4,1.00E-07,2.00E-07,1.00E-05
40,1,0.01,4,1.00E-07,3.00E-07,1.00E-05
40,1,0.01,4,1.00E-07,4.00E-07,1.00E-05
40,1,0.01,4,1.00E-07,5.00E-07,1.00E-05
40,1,0.03,3,1.00E-07,1.00E-07,1.00E-05
40,1,0.03,3,1.00E-07,2.00E-07,1.00E-05
40,1,0.03,3,1.00E-07,3.00E-07,1.00E-05
40,1,0.03,3,1.00E-07,4.00E-07,1.00E-05
40,1,0.03,3,1.00E-07,5.00E-07,1.00E-05
40,1,0.03,3.5,1.00E-07,1.00E-07,1.00E-05
40,1,0.03,3.5,1.00E-07,2.00E-07,1.00E-05
40,1,0.03,3.5,1.00E-07,3.00E-07,1.00E-05
40,1,0.03,3.5,1.00E-07,4.00E-07,1.00E-05
40,1,0.03,3.5,1.00E-07,5.00E-07,1.00E-05
40,1,0.03,4,1.00E-07,1.00E-07,1.00E-05
40,1,0.03,4,1.00E-07,2.00E-07,1.00E-05
40,1,0.03,4,1.00E-07,3.00E-07,1.00E-05
40,1,0.03,4,1.00E-07,4.00E-07,1.00E-05
40,1,0.03,4,1.00E-07,5.00E-07,1.00E-05
40,1,0.05,3,1.00E-07,1.00E-07,1.00E-05
40,1,0.05,3,1.00E-07,2.00E-07,1.00E-05
40,1,0.05,3,1.00E-07,3.00E-07,1.00E-05
40,1,0.05,3,1.00E-07,4.00E-07,1.00E-05
40,1,0.05,3,1.00E-07,5.00E-07,1.00E-05
40,1,0.05,3.5,1.00E-07,1.00E-07,1.00E-05
40,1,0.05,3.5,1.00E-07,2.00E-07,1.00E-05
40,1,0.05,3.5,1.00E-07,3.00E-07,1.00E-05
40,1,0.05,3.5,1.00E-07,4.00E-07,1.00E-05
40,1,0.05,3.5,1.00E-07,5.00E-07,1.00E-05
40,1,0.05,4,1.00E-07,1.00E-07,1.00E-05
40,1,0.05,4,1.00E-07,2.00E-07,1.00E-05
40,1,0.05,4,1.00E-07,3.00E-07,1.00E-05
40,1,0.05,4,1.00E-07,4.00E-07,1.00E-05
40,1,0.05,4,1.00E-07,5.00E-07,1.00E-05
40,2,0.01,3,1.00E-07,1.00E-07,4.00E-05
40,2,0.01,3,1.00E-07,2.00E-07,4.00E-05
40,2,0.01,3,1.00E-07,3.00E-07,4.00E-05
40,2,0.01,3,1.00E-07,4.00E-07,4.00E-05
40,2,0.01,3,1.00E-07,5.00E-07,4.00E-05
40,2,0.01,3.5,1.00E-07,1.00E-07,4.00E-05
40,2,0.01,3.5,1.00E-07,2.00E-07,4.00E-05
40,2,0.01,3.5,1.00E-07,3.00E-07,4.00E-05
40,2,0.01,3.5,1.00E-07,4.00E-07,4.00E-05
40,2,0.01,3.5,1.00E-07,5.00E-07,4.00E-05
40,2,0.01,4,1.00E-07,1.00E-07,4.00E-05
40,2,0.01,4,1.00E-07,2.00E-07,4.00E-05
40,2,0.01,4,1.00E-07,3.00E-07,4.00E-05
40,2,0.01,4,1.00E-07,4.00E-07,4.00E-05
40,2,0.01,4,1.00E-07,5.00E-07,4.00E-05
40,2,0.03,3,1.00E-07,1.00E-07,4.00E-05
40,2,0.03,3,1.00E-07,2.00E-07,4.00E-05
40,2,0.03,3,1.00E-07,3.00E-07,4.00E-05
40,2,0.03,3,1.00E-07,4.00E-07,4.00E-05
40,2,0.03,3,1.00E-07,5.00E-07,4.00E-05
40,2,0.03,3.5,1.00E-07,1.00E-07,4.00E-05
40,2,0.03,3.5,1.00E-07,2.00E-07,4.00E-05
40,2,0.03,3.5,1.00E-07,3.00E-07,4.00E-05
40,2,0.03,3.5,1.00E-07,4.00E-07,4.00E-05
40,2,0.03,3.5,1.00E-07,5.00E-07,4.00E-05
40,2,0.03,4,1.00E-07,1.00E-07,4.00E-05
40,2,0.03,4,1.00E-07,2.00E-07,4.00E-05
40,2,0.03,4,1.00E-07,3.00E-07,4.00E-05
40,2,0.03,4,1.00E-07,4.00E-07,4.00E-05
40,2,0.03,4,1.00E-07,5.00E-07,4.00E-05
40,2,0.05,3,1.00E-07,1.00E-07,4.00E-05
40,2,0.05,3,1.00E-07,2.00E-07,4.00E-05
40,2,0.05,3,1.00E-07,3.00E-07,4.00E-05
40,2,0.05,3,1.00E-07,4.00E-07,4.00E-05
40,2,0.05,3,1.00E-07,5.00E-07,4.00E-05
40,2,0.05,3.5,1.00E-07,1.00E-07,4.00E-05
40,2,0.05,3.5,1.00E-07,2.00E-07,4.00E-05
40,2,0.05,3.5,1.00E-07,3.00E-07,4.00E-05
40,2,0.05,3.5,1.00E-07,4.00E-07,4.00E-05
40,2,0.05,3.5,1.00E-07,5.00E-07,4.00E-05
40,2,0.05,4,1.00E-07,1.00E-07,4.00E-05
40,2,0.05,4,1.00E-07,2.00E-07,4.00E-05
40,2,0.05,4,1.00E-07,3.00E-07,4.00E-05
40,2,0.05,4,1.00E-07,4.00E-07,4.00E-05
40,2,0.05,4,1.00E-07,5.00E-07,4.00E-05
40,3,0.01,3,1.00E-07,1.00E-07,9.00E-05
40,3,0.01,3,1.00E-07,2.00E-07,9.00E-05
40,3,0.01,3,1.00E-07,3.00E-07,9.00E-05
40,3,0.01,3,1.00E-07,4.00E-07,9.00E-05
40,3,0.01,3,1.00E-07,5.00E-07,9.00E-05
40,3,0.01,3.5,1.00E-07,1.00E-07,9.00E-05
40,3,0.01,3.5,1.00E-07,2.00E-07,9.00E-05
40,3,0.01,3.5,1.00E-07,3.00E-07,9.00E-05
40,3,0.01,3.5,1.00E-07,4.00E-07,9.00E-05
40,3,0.01,3.5,1.00E-07,5.00E-07,9.00E-05
40,3,0.01,4,1.00E-07,1.00E-07,9.00E-05
40,3,0.01,4,1.00E-07,2.00E-07,9.00E-05
40,3,0.01,4,1.00E-07,3.00E-07,9.00E-05
40,3,0.01,4,1.00E-07,4.00E-07,9.00E-05
40,3,0.01,4,1.00E-07,5.00E-07,9.00E-05
40,3,0.03,3,1.00E-07,1.00E-07,9.00E-05
40,3,0.03,3,1.00E-07,2.00E-07,9.00E-05
40,3,0.03,3,1.00E-07,3.00E-07,9.00E-05
40,3,0.03,3,1.00E-07,4.00E-07,9.00E-05
40,3,0.03,3,1.00E-07,5.00E-07,9.00E-05
40,3,0.03,3.5,1.00E-07,1.00E-07,9.00E-05
40,3,0.03,3.5,1.00E-07,2.00E-07,9.00E-05
40,3,0.03,3.5,1.00E-07,3.00E-07,9.00E-05
40,3,0.03,3.5,1.00E-07,4.00E-07,9.00E-05
40,3,0.03,3.5,1.00E-07,5.00E-07,9.00E-05
40,3,0.03,4,1.00E-07,1.00E-07,9.00E-05
40,3,0.03,4,1.00E-07,2.00E-07,9.00E-05
40,3,0.03,4,1.00E-07,3.00E-07,9.00E-05
40,3,0.03,4,1.00E-07,4.00E-07,9.00E-05
40,3,0.03,4,1.00E-07,5.00E-07,9.00E-05
40,3,0.05,3,1.00E-07,1.00E-07,9.00E-05
40,3,0.05,3,1.00E-07,2.00E-07,9.00E-05
40,3,0.05,3,1.00E-07,3.00E-07,9.00E-05
40,3,0.05,3,1.00E-07,4.00E-07,9.00E-05
40,3,0.05,3,1.00E-07,5.00E-07,9.00E-05
40,3,0.05,3.5,1.00E-07,1.00E-07,9.00E-05
40,3,0.05,3.5,1.00E-07,2.00E-07,9.00E-05
40,3,0.05,3.5,1.00E-07,3.00E-07,9.00E-05
40,3,0.05,3.5,1.00E-07,4.00E-07,9.00E-05
40,3,0.05,3.5,1.00E-07,5.00E-07,9.00E-05
40,3,0.05,4,1.00E-07,1.00E-07,9.00E-05
40,3,0.05,4,1.00E-07,2.00E-07,9.00E-05
40,3,0.05,4,1.00E-07,3.00E-07,9.00E-05
40,3,0.05,4,1.00E-07,4.00E-07,9.00E-05
40,3,0.05,4,1.00E-07,5.00E-07,9.00E-05
40,4,0.01,3,1.00E-07,1.00E-07,0.00016
40,4,0.01,3,1.00E-07,2.00E-07,0.00016
40,4,0.01,3,1.00E-07,3.00E-07,0.00016
40,4,0.01,3,1.00E-07,4.00E-07,0.00016
40,4,0.01,3,1.00E-07,5.00E-07,0.00016
40,4,0.01,3.5,1.00E-07,1.00E-07,0.00016
40,4,0.01,3.5,1.00E-07,2.00E-07,0.00016
40,4,0.01,3.5,1.00E-07,3.00E-07,0.00016
40,4,0.01,3.5,1.00E-07,4.00E-07,0.00016
40,4,0.01,3.5,1.00E-07,5.00E-07,0.00016
40,4,0.01,4,1.00E-07,1.00E-07,0.00016
40,4,0.01,4,1.00E-07,2.00E-07,0.00016
40,4,0.01,4,1.00E-07,3.00E-07,0.00016
40,4,0.01,4,1.00E-07,4.00E-07,0.00016
40,4,0.01,4,1.00E-07,5.00E-07,0.00016
40,4,0.03,3,1.00E-07,1.00E-07,0.00016
40,4,0.03,3,1.00E-07,2.00E-07,0.00016
40,4,0.03,3,1.00E-07,3.00E-07,0.00016
40,4,0.03,3,1.00E-07,4.00E-07,0.00016
40,4,0.03,3,1.00E-07,5.00E-07,0.00016
40,4,0.03,3.5,1.00E-07,1.00E-07,0.00016
40,4,0.03,3.5,1.00E-07,2.00E-07,0.00016
40,4,0.03,3.5,1.00E-07,3.00E-07,0.00016
40,4,0.03,3.5,1.00E-07,4.00E-07,0.00016
40,4,0.03,3.5,1.00E-07,5.00E-07,0.00016
40,4,0.03,4,1.00E-07,1.00E-07,0.00016
40,4,0.03,4,1.00E-07,2.00E-07,0.00016
40,4,0.03,4,1.00E-07,3.00E-07,0.00016
40,4,0.03,4,1.00E-07,4.00E-07,0.00016
40,4,0.03,4,1.00E-07,5.00E-07,0.00016
40,4,0.05,3,1.00E-07,1.00E-07,0.00016
40,4,0.05,3,1.00E-07,2.00E-07,0.00016
40,4,0.05,3,1.00E-07,3.00E-07,0.00016
40,4,0.05,3,1.00E-07,4.00E-07,0.00016
40,4,0.05,3,1.00E-07,5.00E-07,0.00016
40,4,0.05,3.5,1.00E-07,1.00E-07,0.00016
40,4,0.05,3.5,1.00E-07,2.00E-07,0.00016
40,4,0.05,3.5,1.00E-07,3.00E-07,0.00016
40,4,0.05,3.5,1.00E-07,4.00E-07,0.00016
40,4,0.05,3.5,1.00E-07,5.00E-07,0.00016
40,4,0.05,4,1.00E-07,1.00E-07,0.00016
40,4,0.05,4,1.00E-07,2.00E-07,0.00016
40,4,0.05,4,1.00E-07,3.00E-07,0.00016
40,4,0.05,4,1.00E-07,4.00E-07,0.00016
40,4,0.05,4,1.00E-07,5.00E-07,0.00016
40,5,0.01,3,1.00E-07,1.00E-07,0.00025
40,5,0.01,3,1.00E-07,2.00E-07,0.00025
40,5,0.01,3,1.00E-07,3.00E-07,0.00025
40,5,0.01,3,1.00E-07,4.00E-07,0.00025
40,5,0.01,3,1.00E-07,5.00E-07,0.00025
40,5,0.01,3.5,1.00E-07,1.00E-07,0.00025
40,5,0.01,3.5,1.00E-07,2.00E-07,0.00025
40,5,0.01,3.5,1.00E-07,3.00E-07,0.00025
40,5,0.01,3.5,1.00E-07,4.00E-07,0.00025
40,5,0.01,3.5,1.00E-07,5.00E-07,0.00025
40,5,0.01,4,1.00E-07,1.00E-07,0.00025
40,5,0.01,4,1.00E-07,2.00E-07,0.00025
40,5,0.01,4,1.00E-07,3.00E-07,0.00025
40,5,0.01,4,1.00E-07,4.00E-07,0.00025
40,5,0.01,4,1.00E-07,5.00E-07,0.00025
40,5,0.03,3,1.00E-07,1.00E-07,0.00025
40,5,0.03,3,1.00E-07,2.00E-07,0.00025
40,5,0.03,3,1.00E-07,3.00E-07,0.00025
40,5,0.03,3,1.00E-07,4.00E-07,0.00025
40,5,0.03,3,1.00E-07,5.00E-07,0.00025
40,5,0.03,3.5,1.00E-07,1.00E-07,0.00025
40,5,0.03,3.5,1.00E-07,2.00E-07,0.00025
40,5,0.03,3.5,1.00E-07,3.00E-07,0.00025
40,5,0.03,3.5,1.00E-07,4.00E-07,0.00025
40,5,0.03,3.5,1.00E-07,5.00E-07,0.00025
40,5,0.03,4,1.00E-07,1.00E-07,0.00025
40,5,0.03,4,1.00E-07,2.00E-07,0.00025
40,5,0.03,4,1.00E-07,3.00E-07,0.00025
40,5,0.03,4,1.00E-07,4.00E-07,0.00025
40,5,0.03,4,1.00E-07,5.00E-07,0.00025
40,5,0.05,3,1.00E-07,1.00E-07,0.00025
40,5,0.05,3,1.00E-07,2.00E-07,0.00025
40,5,0.05,3,1.00E-07,3.00E-07,0.00025
40,5,0.05,3,1.00E-07,4.00E-07,0.00025
40,5,0.05,3,1.00E-07,5.00E-07,0.00025
40,5,0.05,3.5,1.00E-07,1.00E-07,0.00025
40,5,0.05,3.5,1.00E-07,2.00E-07,0.00025
40,5,0.05,3.5,1.00E-07,3.00E-07,0.00025
40,5,0.05,3.5,1.00E-07,4.00E-07,0.00025
40,5,0.05,3.5,1.00E-07,5.00E-07,0.00025
40,5,0.05,4,1.00E-07,1.00E-07,0.00025
40,5,0.05,4,1.00E-07,2.00E-07,0.00025
40,5,0.05,4,1.00E-07,3.00E-07,0.00025
40,5,0.05,4,1.00E-07,4.00E-07,0.00025
40,5,0.05,4,1.00E-07,5.00E-07,0.00025
40,6,0.01,3,1.00E-07,1.00E-07,0.00036
40,6,0.01,3,1.00E-07,2.00E-07,0.00036
40,6,0.01,3,1.00E-07,3.00E-07,0.00036
40,6,0.01,3,1.00E-07,4.00E-07,0.00036
40,6,0.01,3,1.00E-07,5.00E-07,0.00036
40,6,0.01,3.5,1.00E-07,1.00E-07,0.00036
40,6,0.01,3.5,1.00E-07,2.00E-07,0.00036
40,6,0.01,3.5,1.00E-07,3.00E-07,0.00036
40,6,0.01,3.5,1.00E-07,4.00E-07,0.00036
40,6,0.01,3.5,1.00E-07,5.00E-07,0.00036
40,6,0.01,4,1.00E-07,1.00E-07,0.00036
40,6,0.01,4,1.00E-07,2.00E-07,0.00036
40,6,0.01,4,1.00E-07,3.00E-07,0.00036
40,6,0.01,4,1.00E-07,4.00E-07,0.00036
40,6,0.01,4,1.00E-07,5.00E-07,0.00036
40,6,0.03,3,1.00E-07,1.00E-07,0.00036
40,6,0.03,3,1.00E-07,2.00E-07,0.00036
40,6,0.03,3,1.00E-07,3.00E-07,0.00036
40,6,0.03,3,1.00E-07,4.00E-07,0.00036
40,6,0.03,3,1.00E-07,5.00E-07,0.00036
40,6,0.03,3.5,1.00E-07,1.00E-07,0.00036
40,6,0.03,3.5,1.00E-07,2.00E-07,0.00036
40,6,0.03,3.5,1.00E-07,3.00E-07,0.00036
40,6,0.03,3.5,1.00E-07,4.00E-07,0.00036
40,6,0.03,3.5,1.00E-07,5.00E-07,0.00036
40,6,0.03,4,1.00E-07,1.00E-07,0.00036
40,6,0.03,4,1.00E-07,2.00E-07,0.00036
40,6,0.03,4,1.00E-07,3.00E-07,0.00036
40,6,0.03,4,1.00E-07,4.00E-07,0.00036
40,6,0.03,4,1.00E-07,5.00E-07,0.00036
40,6,0.05,3,1.00E-07,1.00E-07,0.00036
40,6,0.05,3,1.00E-07,2.00E-07,0.00036
40,6,0.05,3,1.00E-07,3.00E-07,0.00036
40,6,0.05,3,1.00E-07,4.00E-07,0.00036
40,6,0.05,3,1.00E-07,5.00E-07,0.00036
40,6,0.05,3.5,1.00E-07,1.00E-07,0.00036
40,6,0.05,3.5,1.00E-07,2.00E-07,0.00036
40,6,0.05,3.5,1.00E-07,3.00E-07,0.00036
40,6,0.05,3.5,1.00E-07,4.00E-07,0.00036
40,6,0.05,3.5,1.00E-07,5.00E-07,0.00036
40,6,0.05,4,1.00E-07,1.00E-07,0.00036
40,6,0.05,4,1.00E-07,2.00E-07,0.00036
40,6,0.05,4,1.00E-07,3.00E-07,0.00036
40,6,0.05,4,1.00E-07,4.00E-07,0.00036
40,6,0.05,4,1.00E-07,5.00E-07,0.00036
40,7,0.01,3,1.00E-07,1.00E-07,0.00049
40,7,0.01,3,1.00E-07,2.00E-07,0.00049
40,7,0.01,3,1.00E-07,3.00E-07,0.00049
40,7,0.01,3,1.00E-07,4.00E-07,0.00049
40,7,0.01,3,1.00E-07,5.00E-07,0.00049
40,7,0.01,3.5,1.00E-07,1.00E-07,0.00049
40,7,0.01,3.5,1.00E-07,2.00E-07,0.00049
40,7,0.01,3.5,1.00E-07,3.00E-07,0.00049
40,7,0.01,3.5,1.00E-07,4.00E-07,0.00049
40,7,0.01,3.5,1.00E-07,5.00E-07,0.00049
40,7,0.01,4,1.00E-07,1.00E-07,0.00049
40,7,0.01,4,1.00E-07,2.00E-07,0.00049
40,7,0.01,4,1.00E-07,3.00E-07,0.00049
40,7,0.01,4,1.00E-07,4.00E-07,0.00049
40,7,0.01,4,1.00E-07,5.00E-07,0.00049
40,7,0.03,3,1.00E-07,1.00E-07,0.00049
40,7,0.03,3,1.00E-07,2.00E-07,0.00049
40,7,0.03,3,1.00E-07,3.00E-07,0.00049
40,7,0.03,3,1.00E-07,4.00E-07,0.00049
40,7,0.03,3,1.00E-07,5.00E-07,0.00049
40,7,0.03,3.5,1.00E-07,1.00E-07,0.00049
40,7,0.03,3.5,1.00E-07,2.00E-07,0.00049
40,7,0.03,3.5,1.00E-07,3.00E-07,0.00049
40,7,0.03,3.5,1.00E-07,4.00E-07,0.00049
40,7,0.03,3.5,1.00E-07,5.00E-07,0.00049
40,7,0.03,4,1.00E-07,1.00E-07,0.00049
40,7,0.03,4,1.00E-07,2.00E-07,0.00049
40,7,0.03,4,1.00E-07,3.00E-07,0.00049
40,7,0.03,4,1.00E-07,4.00E-07,0.00049
40,7,0.03,4,1.00E-07,5.00E-07,0.00049
40,7,0.05,3,1.00E-07,1.00E-07,0.00049
40,7,0.05,3,1.00E-07,2.00E-07,0.00049
40,7,0.05,3,1.00E-07,3.00E-07,0.00049
40,7,0.05,3,1.00E-07,4.00E-07,0.00049
40,7,0.05,3,1.00E-07,5.00E-07,0.00049
40,7,0.05,3.5,1.00E-07,1.00E-07,0.00049
40,7,0.05,3.5,1.00E-07,2.00E-07,0.00049
40,7,0.05,3.5,1.00E-07,3.00E-07,0.00049
40,7,0.05,3.5,1.00E-07,4.00E-07,0.00049
40,7,0.05,3.5,1.00E-07,5.00E-07,0.00049
40,7,0.05,4,1.00E-07,1.00E-07,0.00049
40,7,0.05,4,1.00E-07,2.00E-07,0.00049
40,7,0.05,4,1.00E-07,3.00E-07,0.00049
40,7,0.05,4,1.00E-07,4.00E-07,0.00049
40,7,0.05,4,1.00E-07,5.00E-07,0.00049
40,8,0.01,3,1.00E-07,1.00E-07,0.00064
40,8,0.01,3,1.00E-07,2.00E-07,0.00064
40,8,0.01,3,1.00E-07,3.00E-07,0.00064
40,8,0.01,3,1.00E-07,4.00E-07,0.00064
40,8,0.01,3,1.00E-07,5.00E-07,0.00064
40,8,0.01,3.5,1.00E-07,1.00E-07,0.00064
40,8,0.01,3.5,1.00E-07,2.00E-07,0.00064
40,8,0.01,3.5,1.00E-07,3.00E-07,0.00064
40,8,0.01,3.5,1.00E-07,4.00E-07,0.00064
40,8,0.01,3.5,1.00E-07,5.00E-07,0.00064
40,8,0.01,4,1.00E-07,1.00E-07,0.00064
40,8,0.01,4,1.00E-07,2.00E-07,0.00064
